日期,基金日收益率,指数日收益率,日无风险利率,基金日超额收益率,指数日超额收益率,节假日天数
2022-04-18,-0.000192049164586372,-0.00533878005337729,4.1095890410958905e-05,-0.0002331450549973309,-0.005379875943788249,1
2022-04-19,-0.0003841721091047967,-0.007556359898044818,4.1095890410958905e-05,-0.0004252679995157556,-0.007597455788455777,1
2022-04-20,-0.0010568793235971041,-0.01550527791265277,4.1095890410958905e-05,-0.001097975214008063,-0.015546373803063729,1
2022-04-21,-0.0008656343175916792,-0.018413850936854104,4.1095890410958905e-05,-0.0009067302080026381,-0.018454946827265062,1
2022-04-22,0.0001925298421254773,0.00435949477330122,0.0001232876712328767,6.924217089260059e-05,0.004236207102068344,3
2022-04-25,-0.002598652550529268,-0.04942057182685222,4.1095890410958905e-05,-0.002639748440940227,-0.04946166771726318,1
2022-04-26,-0.000578982920003801,-0.008071718128700556,4.1095890410958905e-05,-0.00062007881041476,-0.008112814019111514,1
2022-04-27,0.0022207202857971176,0.029443121753174983,4.1095890410958905e-05,0.0021796243953861585,0.029402025862764025,1
2022-04-28,0.00028901734104036514,0.006564231300539181,4.1095890410958905e-05,0.00024792145062940625,0.0065231354101282215,1
2022-04-29,0.0017336030049119877,0.024261947639127257,0.0002465753424657534,0.0014870276624462343,0.024015372296661504,6
2022-05-05,0.0006730122103644209,-0.001501603115948491,4.1095890410958905e-05,0.000631916319953462,-0.0015426990063594499,1
2022-05-06,-0.000768639508070601,-0.025284260660451197,0.0001232876712328767,-0.0008919271793034777,-0.025407548331684075,3
2022-05-09,0.0005769230769230305,-0.00802765032369146,4.1095890410958905e-05,0.0005358271865120715,-0.008068746214102418,1
2022-05-10,0.0011531808571978441,0.010943312958015206,4.1095890410958905e-05,0.0011120849667868853,0.010902217067604247,1
2022-05-11,0.00076790170858132,0.014427703746380915,4.1095890410958905e-05,0.0007268058181703611,0.014386607855969957,1
2022-05-12,0.000671398427009251,-0.0044469865392342545,4.1095890410958905e-05,0.0006303025365982921,-0.0044880824296452135,1
2022-05-13,0.0007667976612673044,0.007542854544627886,0.0001232876712328767,0.0006435099900344277,0.00741956687339501,3
2022-05-16,0.00019155253328229094,-0.008038509349721168,4.1095890410958905e-05,0.00015045664287133203,-0.008079605240132126,1
2022-05-17,0.0011490950876185124,0.012474441669684033,4.1095890410958905e-05,0.0011079991972075536,0.012433345779273075,1
2022-05-18,0.0005738880918220168,-0.003491480826723903,4.1095890410958905e-05,0.0005327922014110579,-0.003532576717134862,1
2022-05-19,0.0006691520887103231,0.0019267733924355213,4.1095890410958905e-05,0.0006280561982993641,0.0018856775020245624,1
2022-05-20,0.0007642338555600148,0.01950230803172648,0.0001232876712328767,0.0006409461843271381,0.0193790203604936,3
2022-05-23,-0.004390988927071571,-0.0057920102899750026,4.1095890410958905e-05,-0.00443208481748253,-0.005833106180385962,1
2022-05-24,-0.0011505273250238535,-0.02339137001165492,4.1095890410958905e-05,-0.0011916232154348123,-0.02343246590206588,1
2022-05-25,0.002783643693607063,0.006068038624715166,4.1095890410958905e-05,0.002742547803196104,0.006026942734304207,1
2022-05-26,0.00028716377907533897,0.0024769666354889086,4.1095890410958905e-05,0.0002460678886643801,0.0024358707450779496,1
2022-05-27,0.003732057416268031,0.002067144454134029,0.0001232876712328767,0.003608769745035154,0.0019438567829011522,3
2022-05-30,0.0018114214891791214,0.006927525632427045,4.1095890410958905e-05,0.0017703255987681625,0.006886429742016086,1
2022-05-31,-0.0005709935287399048,0.015512390749120364,4.1095890410958905e-05,-0.0006120894191508638,0.015471294858709406,1
2022-06-01,-0.0033326985336127324,-0.0020384612301312943,4.1095890410958905e-05,-0.0033737944240236914,-0.0020795571205422534,1
2022-06-02,-0.0011464603038118248,0.0015652027053834061,0.00016438356164383562,-0.0013108438654556604,0.0014008191437395706,4
2022-06-06,0.002199904351984694,0.018710239384197136,4.1095890410958905e-05,0.002158808461573735,0.018669143493786178,1
2022-06-07,0.0055354075205191755,0.00313087707043902,4.1095890410958905e-05,0.0054943116301082165,0.003089781180028061,1
2022-06-08,0.0004745634016705136,0.009734972255579288,4.1095890410958905e-05,0.0004334675112595547,0.00969387636516833,1
2022-06-09,-0.0008538089365336399,-0.010459588699231803,4.1095890410958905e-05,-0.0008949048269445988,-0.010500684589642761,1
2022-06-10,0.0016141283706798681,0.015163753057679585,0.0001232876712328767,0.0014908406994469914,0.015040465386446709,3
2022-06-13,0.0004739785761682658,-0.011710539029829992,4.1095890410958905e-05,0.0004328826857573069,-0.01175163492024095,1
2022-06-14,0.0005685048322912056,0.007867253573565103,4.1095890410958905e-05,0.0005274089418802467,0.007826157683154145,1
2022-06-15,0.004545454545454408,0.013240709815955487,4.1095890410958905e-05,0.004504358655043449,0.013199613925544529,1
2022-06-16,0.0008484162895929792,-0.006581338612541177,4.1095890410958905e-05,0.0008073203991820203,-0.006622434502952136,1
2022-06-17,0.0,0.01387815244269186,0.0001232876712328767,-0.0001232876712328767,0.013754864771458984,3
2022-06-20,-0.0005651313930490343,0.004963606316054525,4.1095890410958905e-05,-0.0006062272834599932,0.004922510425643566,1
2022-06-21,-0.0017905946659126926,-0.0011239292294292769,4.1095890410958905e-05,-0.0018316905563236514,-0.0011650251198402357,1
2022-06-22,-0.0003776435045317328,-0.012701922432943324,4.1095890410958905e-05,-0.00041873939494269167,-0.012743018323354283,1
2022-06-23,0.0018889308651304226,0.017153329887934055,4.1095890410958905e-05,0.0018478349747194638,0.017112233997523096,1
2022-06-24,0.0009426847662141746,0.011716304838296443,0.0001232876712328767,0.0008193970949812979,0.011593017167063567,3
2022-06-27,0.0013185157280088955,0.011261470816133157,4.1095890410958905e-05,0.0012774198375979367,0.011220374925722199,1
2022-06-28,0.0012227238525208683,0.010407280269742802,4.1095890410958905e-05,0.0011816279621099095,0.010366184379331844,1
2022-06-29,-0.007515265382808889,-0.015401256951149023,4.1095890410958905e-05,-0.007556361273219848,-0.015442352841559981,1
2022-06-30,0.0010411736867015353,0.014396892175863707,4.1095890410958905e-05,0.0010000777962905765,0.014355796285452749,1
2022-07-01,0.019761724659606683,-0.004078674682344241,0.0001232876712328767,0.019638436988373805,-0.004201962353577117,3
2022-07-04,9.27213722763387e-05,0.006562402340206219,4.1095890410958905e-05,5.162548186537979e-05,0.00652130644979526,1
2022-07-05,0.0002781383274614857,-0.0014439404467536665,4.1095890410958905e-05,0.0002370424370505268,-0.0014850363371646253,1
2022-07-06,-0.0013903049402169687,-0.01460473118137795,4.1095890410958905e-05,-0.0014314008306279275,-0.014645827071788908,1
2022-07-07,0.0010209764247262054,0.004408664815026553,4.1095890410958905e-05,0.0009798805343152466,0.004367568924615594,1
2022-07-08,-0.0005563282336578101,-0.003306557284373235,0.0001232876712328767,-0.0006796159048906869,-0.0034298449556061116,3
2022-07-11,-0.01864736988588922,-0.016745984956131332,4.1095890410958905e-05,-0.018688465776300178,-0.01678708084654229,1
2022-07-12,-0.0037814331631688125,-0.009414904416271463,4.1095890410958905e-05,-0.0038225290535797716,-0.009456000306682422,1
2022-07-13,0.004270260011387306,0.0018182646847018091,4.1095890410958905e-05,0.004229164120976347,0.0017771687942908503,1
2022-07-14,0.0007559293206085282,0.00014173445063736523,4.1095890410958905e-05,0.0007148334301975693,0.00010063856022640632,1
2022-07-15,-0.0004720989519402252,-0.017016575050932792,0.0001232876712328767,-0.0005953866231731019,-0.01713986272216567,3
2022-07-18,0.00028339316077841126,0.010370299374091285,4.1095890410958905e-05,0.00024229727036745235,0.010329203483680327,1
2022-07-19,0.0004721881197469191,-0.005415314004905691,4.1095890410958905e-05,0.0004310922293359602,-0.00545640989531665,1
2022-07-20,0.0007551444213707015,0.0033875492842558863,4.1095890410958905e-05,0.0007140485309597425,0.0033464533938449273,1
2022-07-21,-0.00047160913035271257,-0.011145447945116738,4.1095890410958905e-05,-0.0005127050207636715,-0.011186543835527696,1
2022-07-22,-9.436633009340945e-05,0.0005137559737735664,0.0001232876712328767,-0.00021765400132628615,0.0003904683025406897,3
2022-07-25,-0.00858814647036632,-0.006037892055089422,4.1095890410958905e-05,-0.008629242360777278,-0.006078987945500381,1
2022-07-26,0.003902903379343181,0.007912299071265005,4.1095890410958905e-05,0.003861807488932222,0.007871203180854047,1
2022-07-27,0.0005689360895124729,-0.004931752083937924,4.1095890410958905e-05,0.0005278401991015139,-0.004972847974348883,1
2022-07-28,0.00047384382107673595,0.00015090996745903418,4.1095890410958905e-05,0.00043274793066577706,0.00010981407704807527,1
2022-07-29,-0.0028417163967037196,-0.013150898343229911,0.0001232876712328767,-0.0029650040679365963,-0.013274186014462787,3
2022-08-01,0.0008549444286123364,0.004454687306322258,4.1095890410958905e-05,0.0008138485382013775,0.004413591415911299,1
2022-08-02,-0.0007593014426728883,-0.019494072402407303,4.1095890410958905e-05,-0.0008003973330838473,-0.01953516829281826,1
2022-08-03,-0.0016147416413374582,-0.00975124567083141,4.1095890410958905e-05,-0.001655837531748417,-0.009792341561242368,1
2022-08-04,0.0007611074112834348,0.008498035173755802,4.1095890410958905e-05,0.0007200115208724759,0.008456939283344844,1
2022-08-05,0.0005703964255157068,0.01350089101970009,0.0001232876712328767,0.0004471087542828301,0.013377603348467213,3
2022-08-08,0.0009501187648457421,-0.0021257370647161933,4.1095890410958905e-05,0.0009090228744347832,-0.0021668329551271523,1
2022-08-09,0.0008542952064545251,0.001980702082840846,4.1095890410958905e-05,0.0008131993160435661,0.0019396061924298873,1
2022-08-10,-0.0005690440060697188,-0.011200708362386624,4.1095890410958905e-05,-0.0006101398964806778,-0.011241804252797583,1
2022-08-11,0.0008540520022772835,0.020391936000386357,4.1095890410958905e-05,0.0008129561118663246,0.0203508401099754,1
2022-08-12,9.481369109698434e-05,-0.000570114605721983,0.0001232876712328767,-2.8473980135892366e-05,-0.0006934022769548597,3
2022-08-15,0.0020857034508912076,-0.0013057507816466307,4.1095890410958905e-05,0.0020446075604802485,-0.0013468466720575896,1
2022-08-16,0.0009460737937561081,-0.0018736265371875893,4.1095890410958905e-05,0.0009049779033451492,-0.0019147224275985481,1
2022-08-17,0.0006616257088845057,0.009364080025141996,4.1095890410958905e-05,0.0006205298184735467,0.009322984134731038,1
2022-08-18,-0.0021724756777179444,-0.008740659678280971,4.1095890410958905e-05,-0.0022135715681289034,-0.008781755568691929,1
2022-08-19,-0.002461188943581938,-0.006943805836588046,0.0001232876712328767,-0.0025844766148148146,-0.0070670935078209225,3
2022-08-22,-0.0012336306699564092,0.007304784607780279,4.1095890410958905e-05,-0.001274726560367368,0.00726368871736932,1
2022-08-23,-0.0008551068883609902,-0.004858233367727727,4.1095890410958905e-05,-0.0008962027787719492,-0.004899329258138686,1
2022-08-24,-0.004754659566375108,-0.018904408595811772,4.1095890410958905e-05,-0.004795755456786067,-0.01894550448622273,1
2022-08-25,0.0008599273839098309,0.008284327468061514,4.1095890410958905e-05,0.000818831493498872,0.008243231577650556,1
2022-08-26,-0.0012410501193318435,-0.0021121462414384062,0.0001232876712328767,-0.0013643377905647202,-0.002235433912671283,3
2022-08-29,-0.00019116803670427007,-0.004388265449524531,4.1095890410958905e-05,-0.00023226392711522898,-0.00442936133993549,1
2022-08-30,-9.560229445504387e-05,-0.0033565793349121797,4.1095890410958905e-05,-0.00013669818486600278,-0.003397675225323139,1
2022-08-31,-0.001338560091787011,0.0007474617765859115,4.1095890410958905e-05,-0.00137965598219797,0.0007063658861749526,1
2022-09-01,0.0,-0.008605559001796603,4.1095890410958905e-05,-4.1095890410958905e-05,-0.008646654892207561,1
2022-09-02,0.0006701771182382465,-0.004977175211212326,0.0001232876712328767,0.0005468894470053698,-0.005100462882445202,3
2022-09-05,0.0004783773440490968,-0.0020346638199384426,4.1095890410958905e-05,0.00043728145363813793,-0.0020757597103494016,1
2022-09-06,0.007746007459118243,0.009178053917262785,4.1095890410958905e-05,0.007704911568707284,0.009136958026851827,1
2022-09-07,-9.489466691969817e-05,0.0006669825053065015,4.1095890410958905e-05,-0.00013599055733065708,0.0006258866148955426,1
2022-09-08,0.004840087311378749,-0.004266133791436366,4.1095890410958905e-05,0.00479899142096779,-0.004307229681847325,1
2022-09-09,0.0016055912353607482,0.01389497082721114,0.00016438356164383562,0.0014412076737169127,0.013730587265567303,4
2022-09-13,0.00028288543140031486,0.004232535377875157,4.1095890410958905e-05,0.00024178954098935595,0.004191439487464198,1
2022-09-14,-0.0017911010558069318,-0.011129707041727888,4.1095890410958905e-05,-0.0018321969462178906,-0.011170802932138846,1
2022-09-15,-0.002455378222683824,-0.00940640174705365,4.1095890410958905e-05,-0.002496474113094783,-0.009447497637464608,1
2022-09-16,-0.0036921329167850514,-0.023450017091624642,0.0001232876712328767,-0.003815420588017928,-0.02357330476285752,3
2022-09-19,-0.0007601672367920642,-0.0011906630858030676,4.1095890410958905e-05,-0.0008012631272030232,-0.0012317589762140264,1
2022-09-20,0.0010460251046024993,0.0012311608647870287,4.1095890410958905e-05,0.0010049292141915405,0.0011900649743760699,1
2022-09-21,-9.499382540134604e-05,-0.007399571011871053,4.1095890410958905e-05,-0.00013608971581230496,-0.007440666902282012,1
2022-09-22,-0.0050351510545316724,-0.008809717299443687,4.1095890410958905e-05,-0.0050762469449426315,-0.008850813189854645,1
2022-09-23,-0.001432254368375685,-0.0034431676273807277,0.0001232876712328767,-0.0015555420396085617,-0.0035664552986136044,3
2022-09-26,-0.0024861350162556084,-0.005016543996179346,4.1095890410958905e-05,-0.0025272309066665674,-0.005057639886590305,1
2022-09-27,-0.0033550613496931003,0.014496319510634903,4.1095890410958905e-05,-0.0033961572401040594,0.014455223620223945,1
2022-09-28,-0.003558718861209953,-0.01633617184720071,4.1095890410958905e-05,-0.003599814751620912,-0.016377267737611667,1
2022-09-29,0.0008687258687258836,-0.00040911954204525536,4.1095890410958905e-05,0.0008276299783149247,-0.00045021543245621424,1
2022-09-30,-0.0016395023628122951,-0.00581585210525426,0.00041095890410958907,-0.0020504612669218843,-0.006226811009363849,10
2022-10-10,-0.001352395672333695,-0.022063424618870897,4.1095890410958905e-05,-0.0013934915627446538,-0.022104520509281855,1
2022-10-11,0.0010640355968272175,0.0018141131943532063,4.1095890410958905e-05,0.0010229397064162587,0.0017730173039422475,1
2022-10-12,0.00231906464392706,0.015188964244232217,4.1095890410958905e-05,0.002277968753516101,0.015147868353821259,1
2022-10-13,0.0007712330087727981,-0.008359127580155779,4.1095890410958905e-05,0.0007301371183618392,-0.008400223470566737,1
2022-10-14,0.005105481167517745,0.02392878420072253,0.0001232876712328767,0.0049821934962848684,0.023805496529489652,3
2022-10-17,-0.00028752156411748775,0.0010259286878455676,4.1095890410958905e-05,-0.00032861745452844663,0.0009848327974346087,1
2022-10-18,0.0,-0.0021176099210798993,4.1095890410958905e-05,-4.1095890410958905e-05,-0.0021587058114908584,1
2022-10-19,-0.0018214936247723523,-0.016083613991700996,4.1095890410958905e-05,-0.0018625895151833112,-0.016124709882111954,1
2022-10-20,-0.002016903572800599,-0.005721278521691908,4.1095890410958905e-05,-0.002057999463211558,-0.005762374412102867,1
2022-10-21,0.0,-0.0032048559986613823,0.0001232876712328767,-0.0001232876712328767,-0.003328143669894259,3
2022-10-24,-0.002502165335386275,-0.02926068229203127,4.1095890410958905e-05,-0.002543261225797234,-0.02930177818244223,1
2022-10-25,0.0002894356005789245,-0.0016290921717292406,4.1095890410958905e-05,0.0002483397101679656,-0.0016701880621401994,1
2022-10-26,0.0017361111111111605,0.008118227929659216,4.1095890410958905e-05,0.0016950152207002016,0.008077132039248258,1
2022-10-27,0.001059118043520213,-0.007043638322671297,4.1095890410958905e-05,0.0010180221531092542,-0.007084734213082256,1
2022-10-28,-0.003654900452053522,-0.02473470625572416,0.0001232876712328767,-0.003778188123286399,-0.024857993926957037,3
2022-10-31,-0.00405444540978861,-0.009212952367183003,4.1095890410958905e-05,-0.004095541300199569,-0.009254048257593961,1
2022-11-01,0.004458660463313002,0.03575959142058016,4.1095890410958905e-05,0.004417564572902043,0.0357184955301692,1
2022-11-02,0.004342371900028841,0.012006004556964989,4.1095890410958905e-05,0.004301276009617882,0.01196490866655403,1
2022-11-03,-0.003554957724827057,-0.008132160129964427,4.1095890410958905e-05,-0.003596053615238016,-0.008173256020375386,1
2022-11-04,0.006267476617491274,0.032697746970130614,0.0001232876712328767,0.006144188946258398,0.03257445929889774,3
2022-11-07,0.0014373323112302216,0.0021561251766775147,4.1095890410958905e-05,0.0013962364208192628,0.0021150292862665556,1
2022-11-08,-0.001818007846139169,-0.006879458572942476,4.1095890410958905e-05,-0.001859103736550128,-0.006920554463353435,1
2022-11-09,-0.0004792944785275699,-0.009349602679159519,4.1095890410958905e-05,-0.0005203903689385288,-0.009390698569570477,1
2022-11-10,-0.002109906972283526,-0.007695158650807943,4.1095890410958905e-05,-0.0021510028626944852,-0.007736254541218902,1
2022-11-11,0.0024026910139356428,0.027878156279349087,0.0001232876712328767,0.002279403342702766,0.02775486860811621,3
2022-11-14,-0.0077660594439118436,0.001472479942726812,4.1095890410958905e-05,-0.007807155334322803,0.0014313840523158532,1
2022-11-15,0.0013527877089574147,0.01896551810480762,4.1095890410958905e-05,0.001311691818546456,0.018924422214396663,1
2022-11-16,-0.0026054231400173267,-0.008169406063560758,4.1095890410958905e-05,-0.0026465190304282857,-0.008210501953971716,1
2022-11-17,-0.001064241486068207,-0.004101278276369302,4.1095890410958905e-05,-0.0011053373764791658,-0.004142374166780261,1
2022-11-18,-0.0031961259079903437,-0.0044768013106154525,0.0001232876712328767,-0.0033194135792232204,-0.004600088981848329,3
2022-11-21,9.716284492822247e-05,-0.008533766824568079,4.1095890410958905e-05,5.6066954517263564e-05,-0.008574862714979037,1
2022-11-22,9.715340522675753e-05,0.00011827672875641682,4.1095890410958905e-05,5.605751481579862e-05,7.71808383454579e-05,1
2022-11-23,0.0010685836409558558,0.001049455817631495,4.1095890410958905e-05,0.001027487750544897,0.0010083599272205361,1
2022-11-24,0.002134885977680634,-0.004430998497507055,4.1095890410958905e-05,0.002093790087269675,-0.004472094387918014,1
2022-11-25,-0.0018398373196475415,0.005049020069749721,0.0001232876712328767,-0.001963124990880418,0.004925732398516845,3
2022-11-28,-0.002328288707799775,-0.011264967914943247,4.1095890410958905e-05,-0.002369384598210734,-0.011306063805354205,1
2022-11-29,0.0016530532866589898,0.030852537193941654,4.1095890410958905e-05,0.001611957396248031,0.030811441303530696,1
2022-11-30,-0.003980196097466249,0.0011989588253098482,4.1095890410958905e-05,-0.004021291987877208,0.0011578629348988894,1
2022-12-01,0.008479532163742531,0.010830990051612588,4.1095890410958905e-05,0.008438436273331573,0.01078989416120163,1
2022-12-02,-0.0017396346767178938,-0.006116126998761184,0.0001232876712328767,-0.0018629223479507706,-0.006239414669994061,3
2022-12-05,0.006873850324329744,0.01961486021588832,4.1095890410958905e-05,0.006832754433918785,0.01957376432547736,1
2022-12-06,-0.0038461538461538325,0.00540224738254369,4.1095890410958905e-05,-0.0038872497365647915,0.005361151492132731,1
2022-12-07,-0.004922779922780007,-0.0024587987408591916,4.1095890410958905e-05,-0.004963875813190966,-0.0024998946312701506,1
2022-12-08,-0.000485013095353537,0.00018666440112813376,4.1095890410958905e-05,-0.0005261089857644959,0.00014556851071717485,1
2022-12-09,0.0010675465838509979,0.009866791096479144,0.0001232876712328767,0.0009442589126181212,0.009743503425246268,3
2022-12-12,-0.0007755695588949063,-0.011205143497738379,4.1095890410958905e-05,-0.0008166654493058652,-0.011246239388149337,1
2022-12-13,-0.0032987290191131002,-0.001963351795129964,4.1095890410958905e-05,-0.0033398249095240593,-0.002004447685540923,1
